ID,score
466,6.0
467,5.0
468,6.0
469,5.0
470,7.0
471,5.0
472,7.0
473,4.0
474,5.0
475,1.0
476,2.0
477,-0.0
478,7.0
479,3.0
480,1.0
481,1.0
482,1.0
483,3.0
484,8.0
485,2.0
486,5.0
487,7.0
488,3.0
489,7.0
490,8.0
491,7.0
492,6.0
493,5.0
494,1.0
495,0.0
496,7.0
497,9.0
498,0.0
499,7.0
500,6.0
501,1.0
502,6.0
503,4.0
504,5.0
505,5.0
506,10.0
507,5.0
508,8.0
509,7.0
510,4.0
511,4.0
512,4.0
513,8.0
514,1.0
515,8.0
516,5.0
517,9.0
518,6.0
519,8.0
520,8.0
521,9.0
522,8.0
523,5.0
524,9.0
525,7.0
526,5.0
527,0.0
528,4.0
529,4.0
530,2.0
531,1.0
532,9.0
533,4.0
534,1.0
535,2.0
536,5.0
537,0.0
538,1.0
539,4.0
540,3.0
541,4.0
542,9.0
543,1.0
544,1.0
545,3.0
546,2.0
547,5.0
548,4.0
549,10.0
550,2.0
551,10.0
552,7.0
553,6.0
554,1.0
555,3.0
556,1.0
557,6.0
558,1.0
559,10.0
560,6.0
561,0.0
562,2.0
563,9.0
564,7.0
565,9.0
566,7.0
567,3.0
568,5.0
569,4.0
570,8.0
571,2.0
572,7.0
573,1.0
574,9.0
575,1.0
576,0.0
577,4.0
578,6.0
579,0.0
580,1.0
581,7.0
582,8.0
583,10.0
584,-0.0
585,6.0
586,4.0
587,7.0
588,6.0
589,9.0
590,1.0
591,7.0
592,7.0
593,7.0
594,8.0
595,7.0
596,6.0
597,7.0
598,0.0
599,6.0
600,6.0
601,9.0
602,0.0
603,4.0
604,0.0
605,-0.0
606,3.0
607,10.0
608,6.0
609,1.0
610,5.0
611,8.0
612,0.0
613,5.0
614,4.0
615,0.0
616,0.0
617,2.0
618,1.0
619,6.0
620,0.0
621,1.0
622,1.0
623,8.0
624,7.0
625,6.0
626,6.0
627,3.0
628,0.0
629,9.0
630,6.0
631,1.0
632,5.0
633,1.0
634,6.0
635,2.0
636,8.0
637,5.0
638,7.0
639,0.0
640,4.0
641,5.0
642,2.0
643,4.0
644,4.0
645,6.0
646,1.0
647,2.0
648,7.0
649,3.0
650,4.0
651,8.0
652,1.0
653,2.0
654,7.0
655,6.0
656,8.0
657,5.0
658,7.0
659,6.0
660,1.0
661,2.0
662,6.0
663,5.0
664,-0.0
665,4.0
666,6.0
667,5.0
668,7.0
669,1.0
670,9.0
671,9.0
672,7.0
673,2.0
674,7.0
675,7.0
676,3.0
677,10.0
678,9.0
679,8.0
680,6.0
681,8.0
682,1.0
683,5.0
684,4.0
685,6.0
686,7.0
687,8.0
688,1.0
689,0.0
690,7.0
691,7.0
692,6.0
693,4.0
694,8.0
695,10.0
696,0.0
697,4.0
698,4.0
699,6.0
700,8.0
701,6.0
702,8.0
703,0.0
704,9.0
705,5.0
706,7.0
707,5.0
708,7.0
709,2.0
710,7.0
711,2.0
712,7.0
713,7.0
714,8.0
715,4.0
716,6.0
717,1.0
718,1.0
719,7.0
720,8.0
721,8.0
722,6.0
723,0.0
724,7.0
725,4.0
726,5.0
727,9.0
728,3.0
729,3.0
730,1.0
731,7.0
732,5.0
733,5.0
734,6.0
735,9.0
736,6.0
737,2.0
738,7.0
739,6.0
740,3.0
741,2.0
742,1.0
743,5.0
744,7.0
745,5.0
746,6.0
747,4.0
748,5.0
749,8.0
750,2.0
751,5.0
752,8.0
753,10.0
754,4.0
755,7.0
756,5.0
757,4.0
758,0.0
759,10.0
760,1.0
761,2.0
762,9.0
763,0.0
764,2.0
765,7.0
766,5.0
767,3.0
768,7.0
769,6.0
770,2.0
771,3.0
772,0.0
773,5.0
774,10.0
775,1.0
776,2.0
777,7.0
778,8.0
779,10.0
780,5.0
781,9.0
782,8.0
783,6.0
784,3.0
785,5.0
786,5.0
787,1.0
788,7.0
789,7.0
790,5.0
791,8.0
792,3.0
793,7.0
794,5.0
795,10.0
796,1.0
797,4.0
798,4.0
799,5.0
800,9.0
801,7.0
802,3.0
803,1.0
804,8.0
805,2.0
806,1.0
807,2.0
808,5.0
809,4.0
810,4.0
811,6.0
812,4.0
813,1.0
814,1.0
815,5.0
816,6.0
817,0.0
818,3.0
819,7.0
820,3.0
821,1.0
822,3.0
823,1.0
824,6.0
825,3.0
826,0.0
827,6.0
828,7.0
829,4.0
830,7.0
831,2.0
832,8.0
833,3.0
834,6.0
835,1.0
836,6.0
837,9.0
838,1.0
839,0.0
840,7.0
841,8.0
842,4.0
843,4.0
844,2.0
845,-0.0
846,1.0
847,0.0
848,9.0
849,9.0
850,8.0
851,6.0
852,-0.0
853,8.0
854,6.0
855,6.0
856,7.0
857,1.0
858,6.0
859,6.0
860,5.0
861,1.0
862,2.0
863,4.0
864,1.0
865,6.0
866,1.0
867,1.0
868,-0.0
869,1.0
870,1.0
871,5.0
872,8.0
873,3.0
874,5.0
875,1.0
876,7.0
877,1.0
878,7.0
879,1.0
880,5.0
881,0.0
882,3.0
883,8.0
884,2.0
885,1.0
886,9.0
887,7.0
888,1.0
889,2.0
890,4.0
891,6.0
892,3.0
893,1.0
894,1.0
895,9.0
896,1.0
897,8.0
898,6.0
899,5.0
900,1.0
901,6.0
902,10.0
903,1.0
904,1.0
905,0.0
906,7.0
907,3.0
908,9.0
909,1.0
910,1.0
911,8.0
912,4.0
913,8.0
914,9.0
915,6.0
916,9.0
917,3.0
918,2.0
919,2.0
920,5.0
921,7.0
922,7.0
923,6.0
924,3.0
925,8.0
926,5.0
927,6.0
928,1.0
929,8.0
930,4.0
931,9.0
932,8.0
933,1.0
934,7.0
935,3.0
936,10.0
937,3.0
938,7.0
939,6.0
940,1.0
941,8.0
942,2.0
943,3.0
944,5.0
945,2.0
946,7.0
947,2.0
948,6.0
949,1.0
950,6.0
951,8.0
952,5.0
953,1.0
954,1.0
955,1.0
956,3.0
957,1.0
958,10.0
959,5.0
960,7.0
961,-0.0
962,10.0
963,3.0
964,1.0
965,4.0
966,0.0
967,4.0
968,6.0
969,7.0
970,1.0
971,7.0
972,8.0
973,4.0
974,10.0
975,7.0
976,7.0
977,8.0
978,4.0
979,6.0
980,7.0
981,8.0
982,7.0
983,9.0
984,4.0
985,3.0
986,8.0
987,1.0
988,-0.0
989,1.0
990,6.0
991,1.0
992,5.0
993,2.0
994,8.0
995,8.0
996,1.0
997,1.0
998,2.0
999,5.0
1000,7.0
1001,1.0
1002,2.0
1003,10.0
1004,8.0
1005,3.0
1006,0.0
1007,5.0
1008,8.0
1009,10.0
1010,8.0
1011,9.0
1012,8.0
1013,5.0
1014,1.0
1015,10.0
1016,3.0
1017,5.0
1018,1.0
1019,5.0
1020,8.0
1021,3.0
1022,2.0
1023,7.0
1024,6.0
1025,6.0
1026,6.0
1027,8.0
1028,10.0
1029,8.0
1030,8.0
1031,6.0
1032,8.0
1033,5.0
1034,6.0
1035,9.0
1036,0.0
1037,1.0
1038,8.0
1039,5.0
1040,1.0
1041,7.0
1042,0.0
1043,0.0
1044,1.0
1045,5.0
1046,5.0
1047,2.0
1048,-0.0
1049,9.0
1050,6.0
1051,1.0
1052,4.0
1053,5.0
1054,1.0
1055,7.0
1056,8.0
1057,1.0
1058,6.0
1059,2.0
1060,8.0
1061,7.0
1062,5.0
1063,4.0
1064,-0.0
1065,8.0
1066,0.0
1067,2.0
1068,9.0
1069,9.0
1070,7.0
1071,5.0
1072,10.0
1073,7.0
1074,8.0
1075,6.0
1076,7.0
1077,3.0
1078,7.0
1079,6.0
1080,8.0
1081,4.0
1082,1.0
1083,3.0
1084,6.0
1085,3.0
1086,5.0
1087,8.0
1088,1.0
1089,8.0
1090,6.0
1091,8.0
1092,3.0
1093,6.0
1094,5.0
1095,1.0
1096,8.0
1097,1.0
1098,0.0
1099,7.0
1100,6.0
1101,7.0
1102,2.0
1103,0.0
1104,2.0
1105,10.0
1106,7.0
1107,6.0
1108,6.0
1109,8.0
1110,5.0
1111,1.0
1112,7.0
1113,4.0
1114,6.0
1115,7.0
1116,0.0
1117,5.0
1118,7.0
1119,8.0
1120,5.0
1121,8.0
1122,1.0
1123,6.0
1124,10.0
1125,9.0
1126,7.0
1127,3.0
1128,5.0
1129,5.0
1130,1.0
1131,10.0
1132,5.0
1133,-0.0
1134,7.0
1135,7.0
1136,6.0
1137,3.0
1138,4.0
1139,0.0
1140,9.0
1141,1.0
1142,5.0
1143,5.0
1144,1.0
1145,1.0
1146,1.0
1147,4.0
1148,7.0
1149,-0.0
1150,4.0
1151,3.0
1152,5.0
1153,6.0
1154,7.0
1155,4.0
1156,1.0
1157,4.0
1158,2.0
1159,1.0
1160,1.0
1161,7.0
1162,1.0
1163,1.0
1164,1.0
1165,6.0
1166,8.0
1167,10.0
1168,10.0
1169,5.0
1170,1.0
1171,1.0
1172,5.0
1173,3.0
1174,3.0
1175,7.0
1176,3.0
1177,9.0
1178,7.0
1179,0.0
1180,10.0
1181,1.0
1182,1.0
1183,5.0
1184,6.0
1185,8.0
1186,2.0
1187,10.0
1188,7.0
1189,4.0
1190,5.0
1191,4.0
1192,2.0
1193,0.0
1194,2.0
1195,8.0
1196,4.0
1197,0.0
1198,6.0
1199,4.0
1200,2.0
1201,1.0
1202,0.0
1203,6.0
1204,8.0
1205,7.0
1206,5.0
1207,1.0
1208,0.0
1209,6.0
1210,3.0
1211,2.0
1212,5.0
1213,7.0
1214,0.0
1215,3.0
1216,8.0
1217,1.0
1218,5.0
1219,1.0
1220,9.0
1221,6.0
1222,5.0
1223,7.0
1224,0.0
1225,2.0
1226,1.0
1227,5.0
1228,5.0
1229,2.0
1230,1.0
1231,6.0
1232,6.0
1233,8.0
1234,8.0
1235,1.0
1236,6.0
1237,4.0
1238,8.0
1239,5.0
1240,6.0
1241,5.0
1242,7.0
1243,1.0
1244,6.0
1245,6.0
1246,2.0
1247,6.0
1248,10.0
1249,10.0
1250,3.0
1251,9.0
1252,8.0
1253,6.0
1254,1.0
1255,1.0
1256,3.0
1257,0.0
1258,9.0
1259,1.0
1260,5.0
1261,2.0
1262,10.0
1263,5.0
1264,4.0
1265,10.0
1266,1.0
1267,1.0
1268,10.0
1269,8.0
1270,7.0
1271,4.0
1272,7.0
1273,8.0
1274,6.0
1275,6.0
1276,5.0
1277,8.0
1278,7.0
1279,2.0
1280,1.0
1281,6.0
1282,9.0
1283,10.0
1284,10.0
1285,2.0
1286,9.0
1287,2.0
1288,5.0
1289,1.0
1290,2.0
1291,0.0
1292,6.0
1293,0.0
1294,0.0
1295,5.0
1296,2.0
1297,4.0
1298,7.0
1299,10.0
1300,6.0
1301,7.0
1302,5.0
1303,8.0
1304,1.0
1305,5.0
1306,-0.0
1307,0.0
1308,2.0
1309,0.0
1310,7.0
1311,7.0
1312,1.0
1313,2.0
1314,10.0
1315,10.0
1316,5.0
1317,5.0
1318,3.0
1319,10.0
1320,1.0
1321,1.0
1322,3.0
1323,7.0
1324,1.0
1325,1.0
1326,8.0
1327,1.0
1328,8.0
1329,10.0
1330,6.0
1331,6.0
1332,4.0
1333,7.0
1334,3.0
1335,8.0
1336,4.0
1337,1.0
1338,2.0
1339,2.0
1340,2.0
1341,8.0
1342,7.0
1343,7.0
1344,1.0
1345,5.0
1346,1.0
1347,10.0
1348,1.0
1349,1.0
1350,5.0
1351,8.0
1352,1.0
1353,7.0
1354,9.0
1355,1.0
1356,3.0
1357,7.0
1358,1.0
1359,7.0
1360,0.0
1361,6.0
1362,7.0
1363,7.0
1364,3.0
1365,8.0
1366,7.0
1367,3.0
1368,8.0
1369,6.0
1370,5.0
1371,4.0
1372,6.0
1373,9.0
1374,3.0
1375,9.0
1376,4.0
1377,8.0
1378,4.0
1379,1.0
1380,5.0
1381,1.0
1382,5.0
1383,8.0
1384,1.0
1385,4.0
1386,1.0
1387,5.0
1388,1.0
1389,6.0
1390,1.0
1391,6.0
1392,5.0
1393,7.0
1394,7.0
1395,7.0
1396,7.0
1397,6.0
1398,10.0
1399,0.0
1400,2.0
1401,5.0
1402,4.0
1403,8.0
1404,9.0
1405,6.0
1406,6.0
1407,8.0
1408,7.0
1409,1.0
1410,8.0
1411,4.0
1412,6.0
1413,6.0
1414,10.0
1415,6.0
1416,9.0
1417,2.0
1418,8.0
1419,-0.0
1420,3.0
1421,1.0
1422,9.0
1423,8.0
1424,8.0
1425,7.0
1426,10.0
1427,7.0
1428,1.0
1429,7.0
1430,3.0
1431,1.0
1432,3.0
1433,0.0
1434,9.0
1435,2.0
1436,1.0
1437,3.0
1438,9.0
1439,1.0
1440,1.0
1441,1.0
1442,6.0
1443,9.0
1444,10.0
1445,1.0
1446,2.0
1447,3.0
1448,1.0
1449,9.0
1450,4.0
1451,6.0
1452,1.0
1453,6.0
1454,10.0
1455,5.0
1456,2.0
1457,3.0
1458,6.0
1459,4.0
1460,5.0
1461,6.0
1462,4.0
1463,2.0
1464,9.0
1465,3.0
1466,4.0
1467,0.0
1468,8.0
1469,1.0
1470,2.0
1471,8.0
1472,1.0
1473,10.0
1474,0.0
1475,1.0
1476,4.0
1477,4.0
1478,10.0
1479,1.0
1480,5.0
1481,3.0
1482,5.0
1483,1.0
1484,6.0
1485,3.0
1486,9.0
1487,4.0
1488,3.0
1489,2.0
1490,4.0
1491,7.0
1492,7.0
1493,10.0
1494,6.0
1495,8.0
1496,6.0
1497,1.0
1498,9.0
1499,4.0
1500,7.0
1501,3.0
1502,8.0
1503,3.0
1504,6.0
1505,6.0
1506,5.0
1507,7.0
1508,1.0
1509,0.0
1510,5.0
1511,4.0
1512,2.0
1513,1.0
1514,1.0
1515,2.0
1516,1.0
1517,2.0
1518,9.0
1519,1.0
1520,10.0
1521,4.0
1522,8.0
1523,8.0
1524,2.0
1525,7.0
1526,-0.0
1527,8.0
1528,7.0
1529,6.0
1530,2.0
1531,6.0
1532,1.0
1533,4.0
1534,5.0
1535,1.0
1536,5.0
1537,3.0
1538,10.0
1539,7.0
1540,8.0
1541,1.0
1542,9.0
1543,8.0
1544,2.0
1545,2.0
1546,4.0
1547,1.0
1548,10.0
1549,6.0
1550,6.0
1551,4.0
1552,7.0
1553,8.0
1554,7.0
1555,9.0
1556,2.0
1557,8.0
1558,1.0
1559,5.0
1560,-0.0
1561,0.0
1562,1.0
1563,6.0
1564,6.0
1565,3.0
1566,2.0
1567,0.0
1568,6.0
1569,5.0
1570,4.0
1571,10.0
1572,1.0
1573,1.0
1574,2.0
1575,7.0
1576,9.0
1577,5.0
1578,3.0
1579,1.0
1580,5.0
1581,1.0
1582,9.0
1583,7.0
1584,2.0
1585,7.0
1586,9.0
1587,6.0
1588,5.0
1589,7.0
1590,5.0
1591,6.0
1592,2.0
1593,5.0
1594,6.0
1595,5.0
1596,10.0
1597,1.0
1598,4.0
1599,8.0
1600,6.0
1601,6.0
1602,3.0
1603,5.0
1604,6.0
1605,4.0
1606,7.0
1607,5.0
1608,10.0
1609,4.0
1610,9.0
1611,4.0
1612,7.0
1613,10.0
1614,5.0
1615,5.0
1616,8.0
1617,6.0
1618,4.0
1619,1.0
1620,1.0
1621,7.0
1622,9.0
1623,0.0
1624,1.0
1625,7.0
1626,10.0
1627,7.0
1628,0.0
1629,4.0
1630,7.0
1631,4.0
1632,6.0
1633,6.0
1634,4.0
1635,1.0
1636,1.0
1637,2.0
1638,1.0
1639,1.0
1640,8.0
1641,7.0
1642,6.0
1643,2.0
1644,6.0
1645,2.0
1646,8.0
1647,1.0
1648,2.0
1649,10.0
1650,5.0
1651,3.0
1652,8.0
1653,1.0
1654,6.0
1655,3.0
1656,7.0
1657,1.0
1658,4.0
1659,3.0
1660,2.0
1661,5.0
1662,4.0
1663,3.0
1664,9.0
1665,10.0
1666,3.0
1667,0.0
1668,2.0
1669,4.0
1670,5.0
1671,5.0
1672,7.0
1673,4.0
1674,2.0
1675,6.0
1676,8.0
1677,6.0
1678,10.0
1679,7.0
1680,8.0
1681,9.0
1682,7.0
1683,1.0
1684,1.0
1685,4.0
1686,7.0
1687,3.0
1688,2.0
1689,1.0
1690,10.0
1691,10.0
1692,10.0
1693,5.0
1694,6.0
1695,2.0
1696,2.0
1697,3.0
1698,9.0
1699,5.0
1700,6.0
1701,10.0
1702,4.0
1703,4.0
1704,7.0
1705,8.0
1706,6.0
1707,6.0
1708,8.0
1709,5.0
1710,7.0
1711,4.0
1712,3.0
1713,1.0
1714,4.0
1715,4.0
1716,2.0
1717,0.0
1718,6.0
1719,6.0
1720,6.0
1721,1.0
1722,6.0
1723,4.0
1724,5.0
1725,9.0
1726,4.0
1727,8.0
1728,1.0
1729,-0.0
1730,7.0
1731,3.0
1732,6.0
1733,3.0
1734,10.0
1735,8.0
1736,4.0
1737,2.0
1738,4.0
1739,6.0
1740,10.0
1741,8.0
1742,1.0
1743,6.0
1744,1.0
1745,8.0
1746,8.0
1747,9.0
1748,10.0
1749,1.0
1750,6.0
1751,6.0
1752,2.0
1753,1.0
1754,2.0
1755,6.0
1756,0.0
1757,2.0
1758,2.0
1759,6.0
1760,2.0
1761,3.0
1762,7.0
1763,10.0
1764,-0.0
1765,8.0
1766,7.0
1767,6.0
1768,1.0
1769,6.0
1770,0.0
1771,6.0
1772,10.0
1773,4.0
1774,8.0
1775,2.0
1776,5.0
1777,10.0
1778,6.0
1779,6.0
1780,1.0
1781,7.0
1782,9.0
1783,4.0
1784,5.0
1785,9.0
1786,6.0
1787,8.0
1788,4.0
1789,6.0
1790,0.0
1791,1.0
1792,6.0
1793,5.0
1794,8.0
1795,4.0
1796,7.0
1797,7.0
1798,5.0
1799,4.0
1800,1.0
1801,5.0
1802,1.0
1803,6.0
1804,2.0
1805,4.0
1806,7.0
1807,8.0
1808,10.0
1809,7.0
1810,1.0
1811,7.0
1812,-0.0
1813,10.0
1814,4.0
1815,4.0
1816,6.0
1817,1.0
1818,6.0
1819,8.0
1820,8.0
1821,6.0
1822,5.0
1823,-0.0
1824,1.0
1825,10.0
1826,7.0
1827,0.0
1828,8.0
1829,3.0
1830,6.0
1831,6.0
1832,7.0
1833,1.0
1834,6.0
1835,5.0
1836,4.0
1837,1.0
1838,9.0
1839,4.0
1840,6.0
1841,9.0
1842,9.0
1843,3.0
1844,10.0
1845,1.0
1846,9.0
1847,5.0
1848,8.0
1849,4.0
1850,0.0
1851,8.0
1852,2.0
1853,-0.0
1854,8.0
1855,7.0
1856,6.0
1857,2.0
1858,1.0
1859,6.0
1860,2.0
1861,2.0
1862,3.0
1863,4.0
1864,1.0
1865,5.0
1866,6.0
1867,9.0
1868,10.0
1869,4.0
1870,4.0
1871,9.0
1872,2.0
1873,1.0
1874,6.0
1875,-0.0
1876,10.0
1877,7.0
1878,8.0
1879,5.0
1880,4.0
1881,5.0
1882,0.0
1883,9.0
1884,1.0
1885,8.0
1886,1.0
1887,1.0
1888,10.0
1889,5.0
1890,-0.0
1891,2.0
1892,7.0
1893,1.0
1894,0.0
1895,7.0
1896,3.0
1897,5.0
1898,10.0
1899,9.0
1900,9.0
1901,8.0
1902,7.0
1903,9.0
1904,9.0
1905,3.0
1906,1.0
1907,6.0
1908,0.0
1909,2.0
1910,1.0
1911,2.0
1912,1.0
1913,1.0
1914,4.0
1915,5.0
1916,0.0
1917,7.0
1918,6.0
1919,1.0
1920,6.0
1921,7.0
1922,9.0
1923,6.0
1924,1.0
1925,8.0
1926,2.0
1927,6.0
1928,1.0
1929,7.0
1930,4.0
1931,0.0
1932,10.0
1933,4.0
1934,6.0
1935,0.0
1936,8.0
1937,6.0
1938,9.0
1939,8.0
1940,1.0
1941,7.0
1942,5.0
1943,1.0
1944,7.0
1945,10.0
1946,10.0
1947,6.0
1948,6.0
1949,5.0
1950,2.0
1951,8.0
1952,1.0
1953,1.0
1954,4.0
1955,2.0
1956,7.0
1957,7.0
1958,9.0
1959,10.0
1960,1.0
1961,4.0
1962,5.0
1963,3.0
1964,9.0
1965,4.0
1966,9.0
1967,1.0
1968,4.0
1969,4.0
1970,0.0
1971,0.0
1972,5.0
1973,10.0
1974,5.0
1975,7.0
1976,1.0
1977,10.0
1978,0.0
1979,7.0
1980,7.0
1981,0.0
1982,-0.0
1983,1.0
1984,9.0
1985,5.0
1986,2.0
1987,4.0
1988,6.0
1989,9.0
1990,6.0
1991,2.0
1992,8.0
1993,1.0
1994,0.0
1995,6.0
1996,1.0
1997,1.0
1998,3.0
1999,1.0
2000,6.0
2001,4.0
2002,3.0
2003,3.0
2004,1.0
2005,8.0
2006,1.0
2007,6.0
2008,9.0
2009,2.0
2010,1.0
2011,10.0
2012,10.0
2013,1.0
2014,2.0
2015,0.0
2016,5.0
2017,9.0
2018,0.0
2019,2.0
2020,3.0
2021,6.0
2022,2.0
2023,5.0
2024,2.0
2025,7.0
2026,10.0
2027,6.0
2028,5.0
2029,4.0
2030,5.0
2031,2.0
2032,10.0
2033,8.0
2034,4.0
2035,8.0
2036,1.0
2037,1.0
2038,5.0
2039,1.0
2040,1.0
2041,6.0
2042,7.0
2043,0.0
2044,5.0
2045,2.0
2046,10.0
2047,10.0
2048,2.0
2049,3.0
2050,4.0
2051,1.0
2052,4.0
2053,-0.0
2054,1.0
2055,7.0
2056,9.0
2057,9.0
2058,8.0
2059,2.0
2060,6.0
2061,3.0
2062,1.0
2063,3.0
2064,8.0
2065,1.0
2066,7.0
2067,6.0
2068,10.0
2069,6.0
2070,10.0
2071,10.0
2072,0.0
2073,1.0
2074,8.0
2075,1.0
2076,6.0
2077,5.0
2078,1.0
2079,3.0
2080,4.0
2081,7.0
2082,4.0
2083,3.0
2084,6.0
2085,1.0
2086,9.0
2087,1.0
2088,1.0
2089,5.0
2090,8.0
2091,4.0
2092,5.0
2093,0.0
2094,3.0
2095,-0.0
2096,6.0
2097,3.0
2098,1.0
2099,1.0
2100,5.0
2101,0.0
2102,8.0
2103,4.0
2104,1.0
2105,5.0
2106,8.0
2107,4.0
2108,6.0
2109,6.0
2110,2.0
2111,7.0
2112,5.0
2113,1.0
2114,6.0
2115,2.0
2116,8.0
2117,6.0
2118,1.0
2119,2.0
2120,1.0
2121,-0.0
2122,8.0
2123,3.0
2124,6.0
2125,7.0
2126,7.0
2127,7.0
2128,5.0
2129,4.0
2130,1.0
2131,8.0
2132,3.0
2133,6.0
2134,1.0
2135,7.0
2136,3.0
